Jun 01 04:03:02 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:23 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:23 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:23 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:23 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:23 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:23 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:23 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:24 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:24 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:24 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:24 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:24 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:24 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:24 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 195.00kW, idlePower 0.00kW
Jun 01 04:03:24 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:24 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 195.00kW, availableCurrent 243.38A
Jun 01 04:03:24 pbc805673 pdserver[982]: bus[busB] available current 243.37531280517578A
Jun 01 04:03:24 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:24 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:24 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:24 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:24 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:24 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:24 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:24 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:24 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:24 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:24 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:24 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:24 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:24 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:24 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:25 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:25 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:25 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:25 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:25 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:25 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:25 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 195.00kW, idlePower 0.00kW
Jun 01 04:03:25 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:25 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 195.00kW, availableCurrent 243.44A
Jun 01 04:03:25 pbc805673 pdserver[982]: bus[busB] available current 243.4375762939453A
Jun 01 04:03:25 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:25 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:25 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:25 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:25 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:25 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:25 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:25 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:25 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:25 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:25 pbc805673 chassis-server[600]: thermal-mgr: 56C(Auxps internal temperature) 62C(Dryzone ambient temperature) 54C(HEX outlet temperature) 58C(HEX inlet temperature) 49C(Wetzone ambient temperature) 80C(PM module temperature) 76C(PM magnetic temperature) 80C(PM capacitor temperature) 76C(PM ambient temperature)
Jun 01 04:03:25 pbc805673 chassis-server[600]: thermal-mgr: updated dry-zone speed: fan = 100%
Jun 01 04:03:25 pbc805673 chassis-server[600]: thermal-mgr: updated wet-zone speeds: fan = 75%, pump = 90%
Jun 01 04:03:25 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:25 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:25 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:25 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:25 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:26 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:26 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:26 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:26 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:26 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:26 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:26 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 195.00kW, idlePower 0.00kW
Jun 01 04:03:26 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:26 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 195.00kW, availableCurrent 243.43A
Jun 01 04:03:26 pbc805673 pdserver[982]: bus[busB] available current 243.43476104736328A
Jun 01 04:03:26 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:26 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:26 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:26 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:26 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:26 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:26 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:26 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:26 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:26 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:26 pbc805673 chassis-server[600]: thermal-mgr: wetzone_fan_tray_3: 70%, 6695 rpm1, 6595 rpm2, 4.20A, 47V
Jun 01 04:03:26 pbc805673 chassis-server[600]: thermal-mgr: wetzone_fan_tray_2: 70%, 6646 rpm1, 6694 rpm2, 4.30A, 47V
Jun 01 04:03:26 pbc805673 chassis-server[600]: thermal-mgr: wetzone_fan_tray_1: 70%, 6634 rpm1, 6655 rpm2, 4.50A, 47V
Jun 01 04:03:26 pbc805673 chassis-server[600]: thermal-mgr: wetzone_pump: 90%, 0 rpm1, 2.20A, 47V
Jun 01 04:03:26 pbc805673 chassis-server[600]: thermal-mgr: auxps_fan: 100%, 4347 rpm1, 0.00A, 0V
Jun 01 04:03:26 pbc805673 chassis-server[600]: thermal-mgr: dryzone_fan_2: 100%, 5130 rpm1, 0.07A, 0V
Jun 01 04:03:26 pbc805673 chassis-server[600]: thermal-mgr: dryzone_fan_1: 100%, 5220 rpm1, 0.05A, 0V
Jun 01 04:03:26 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:26 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:26 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:26 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:26 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:27 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:27 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:27 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:27 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:27 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:27 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:27 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 195.00kW, idlePower 0.00kW
Jun 01 04:03:27 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:27 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 195.00kW, availableCurrent 243.44A
Jun 01 04:03:27 pbc805673 pdserver[982]: bus[busB] available current 243.4375762939453A
Jun 01 04:03:27 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:27 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:27 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:27 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:27 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:27 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:27 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:27 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:27 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:27 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:27 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:27 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:27 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:27 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:27 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:28 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:28 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:28 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:28 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:28 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:28 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:28 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 195.00kW, idlePower 0.00kW
Jun 01 04:03:28 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:28 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 195.00kW, availableCurrent 243.50A
Jun 01 04:03:28 pbc805673 pdserver[982]: bus[busB] available current 243.4970245361328A
Jun 01 04:03:28 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:28 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:28 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:28 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:28 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:28 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:28 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:28 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:28 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:28 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:28 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:28 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:28 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:28 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:28 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:29 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:29 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:29 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:29 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:29 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:29 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:29 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 195.00kW, idlePower 0.00kW
Jun 01 04:03:29 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:29 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 195.00kW, availableCurrent 243.44A
Jun 01 04:03:29 pbc805673 pdserver[982]: bus[busB] available current 243.4375762939453A
Jun 01 04:03:29 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:29 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:29 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:29 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:29 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:29 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:29 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:29 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:29 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:29 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:29 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:29 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:29 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:29 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:29 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:30 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:30 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:30 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:30 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:30 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:30 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:30 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 195.00kW, idlePower 0.00kW
Jun 01 04:03:30 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:30 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 195.00kW, availableCurrent 243.50A
Jun 01 04:03:30 pbc805673 pdserver[982]: bus[busB] available current 243.4970245361328A
Jun 01 04:03:30 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:30 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:30 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:30 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:30 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:30 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:30 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:30 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:30 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:30 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:30 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:30 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:30 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:30 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:30 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:31 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:31 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:31 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:31 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:31 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:31 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:31 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 195.00kW, idlePower 0.00kW
Jun 01 04:03:31 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:31 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 195.00kW, availableCurrent 243.44A
Jun 01 04:03:31 pbc805673 pdserver[982]: bus[busB] available current 243.4375762939453A
Jun 01 04:03:31 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:31 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:31 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:31 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:31 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:31 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:31 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:31 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:31 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:31 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:31 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:31 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:31 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:31 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:31 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:32 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:32 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:32 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:32 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:32 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:32 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:32 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 195.00kW, idlePower 0.00kW
Jun 01 04:03:32 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:32 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 195.00kW, availableCurrent 243.50A
Jun 01 04:03:32 pbc805673 pdserver[982]: bus[busB] available current 243.4970245361328A
Jun 01 04:03:32 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:32 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:32 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:32 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:32 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:32 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:32 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
